votesInFavor,distance,hasFavoriteDish,endTime,groupID,numStudentQueue,canteenTime,pastExperience,canteenExperience,canteen
1.00,0.0,1,3.34,1,0,0.75,0.65,0.5,3
0.80,0.0,1,0.70,1,4,4.45,0.63,0.6,0
0.50,0.0,0,4.74,1,0,0.40,0.60,0.8,1
1.00,0.0,0,3.34,1,1,1.73,0.48,0.5,3
0.50,0.0,1,4.74,1,1,1.41,0.52,0.4,1
0.50,0.5,0,3.27,1,2,2.75,0.63,0.7,0
1.00,0.0,1,6.12,2,1,1.04,0.53,0.5,1
0.50,0.5,0,3.27,1,3,3.78,0.48,0.5,0
1.00,0.0,1,6.14,2,2,2.05,0.50,0.6,1
1.00,0.0,1,5.48,2,2,2.73,0.55,0.6,0
1.00,0.0,0,5.48,2,3,3.74,0.72,0.2,0
1.00,0.0,1,10.81,3,0,0.41,0.60,0.9,2
1.00,0.0,1,10.81,3,1,1.42,0.73,0.4,2
0.67,0.0,1,12.40,3,0,0.82,0.32,0.7,1
0.67,0.0,1,12.39,3,1,1.83,0.55,0.6,1
0.67,0.0,1,12.41,3,2,2.85,0.55,0.7,1
0.60,0.5,1,0.26,1,0,0.78,0.50,0.6,1
0.67,0.0,0,0.94,1,0,1.00,0.45,0.2,2
0.60,0.5,0,0.27,1,1,1.86,0.65,0.7,1
0.67,0.0,0,0.95,1,1,2.02,0.83,0.7,2
0.60,0.5,1,0.26,1,2,2.88,0.63,0.7,1
0.60,0.5,0,0.26,1,3,3.91,0.75,0.7,1
0.67,0.0,1,0.95,1,2,3.10,0.48,0.4,2
1.00,0.5,1,4.48,1,0,0.41,0.48,0.4,0
1.00,0.9,1,3.89,1,0,1.05,0.80,0.6,4
0.60,0.5,0,0.31,1,4,4.89,0.48,0.1,1
1.00,0.5,1,4.48,1,1,1.41,0.63,0.9,0
1.00,0.9,1,3.88,1,1,2.06,0.52,0.5,4
0.50,0.0,0,4.53,1,1,1.64,0.52,0.6,1
1.00,0.0,0,5.47,2,1,1.69,0.55,0.6,0
0.50,0.0,1,6.56,1,0,0.40,0.48,0.5,4
0.50,0.0,1,4.53,1,2,2.65,0.60,0.5,1
1.00,0.0,1,5.46,2,2,2.71,0.72,0.8,0
0.50,0.0,0,6.56,1,1,1.42,0.60,0.7,4
1.00,0.9,1,9.41,2,0,0.80,0.73,0.5,3
0.50,0.7,1,10.42,2,0,0.70,0.65,0.4,0
1.00,0.9,1,9.43,2,1,1.85,0.45,0.6,3
1.00,0.0,1,10.43,3,0,0.66,0.73,0.6,2
0.50,0.7,1,10.41,2,1,1.72,0.62,0.6,0
1.00,0.0,1,10.45,3,1,1.67,0.60,0.4,2
1.00,0.0,1,12.46,3,0,0.83,0.55,0.2,1
1.00,0.0,1,12.44,3,1,1.83,0.55,0.7,1
1.00,0.0,1,12.45,3,2,2.87,0.32,0.3,1
0.75,0.0,1,0.28,1,0,0.72,0.68,0.8,0
1.00,0.0,0,0.64,1,0,0.31,0.60,0.6,1
0.75,0.0,1,0.28,1,1,1.73,0.63,0.6,0
1.00,0.9,0,1.47,1,0,0.32,0.58,0.6,3
1.00,0.0,1,0.65,1,1,1.34,0.52,0.2,1
0.67,0.0,0,1.92,1,0,0.04,0.83,0.5,2
1.00,0.9,1,1.50,1,1,1.33,0.78,0.4,3
0.60,0.0,0,0.26,1,2,2.75,0.60,0.9,0
0.67,0.0,1,1.91,1,1,1.06,0.48,0.5,2
0.67,0.0,1,1.92,1,2,2.08,0.45,0.5,2
1.00,0.9,1,3.65,1,0,0.30,0.80,0.5,4
1.00,0.5,1,4.36,1,0,0.43,0.63,0.6,0
1.00,0.9,1,3.65,1,1,1.32,0.52,0.4,4
1.00,0.5,1,4.37,1,1,1.45,0.48,0.9,0
1.00,0.0,1,5.50,2,1,1.53,0.72,0.4,0
1.00,0.0,1,5.51,2,2,2.54,0.55,0.4,0
1.00,0.7,0,5.82,2,3,3.16,0.62,0.6,0
1.00,0.7,1,5.84,2,4,4.18,0.65,0.9,0
1.00,0.6,1,9.21,2,0,0.92,0.40,0.4,5
1.00,0.6,1,9.24,2,1,1.95,0.68,0.8,5
1.00,0.0,1,11.09,3,0,0.98,0.60,0.7,2
1.00,0.0,1,11.09,3,1,2.00,0.73,0.6,2
0.33,0.6,1,14.76,3,0,0.45,0.48,0.5,5
0.33,0.6,0,14.76,3,1,1.46,0.78,0.7,5
0.33,0.6,1,14.76,3,2,2.47,0.60,0.7,5
1.00,0.0,1,0.24,1,0,0.79,0.60,0.6,0
1.00,0.0,1,0.31,1,0,0.69,0.52,1.0,1
0.67,0.0,1,1.16,1,0,0.70,0.45,0.6,2
1.00,0.0,1,0.26,1,1,1.80,0.63,0.9,0
1.00,0.0,0,0.32,1,1,1.69,0.60,0.6,1
1.00,0.0,0,1.62,1,0,0.24,0.48,0.4,4
0.67,0.0,1,1.17,1,1,1.76,0.83,0.7,2
1.00,0.0,0,0.26,1,2,2.85,0.68,0.7,0
1.00,0.0,1,1.60,1,1,1.26,0.60,0.9,4
0.67,0.0,0,1.17,1,2,2.77,0.48,0.6,2
1.00,0.0,1,0.24,1,3,3.85,0.55,0.8,0
1.00,0.9,1,2.95,1,0,0.98,0.80,0.6,4
1.00,0.0,0,0.25,1,4,4.86,0.63,0.9,0
1.00,0.9,0,2.99,1,1,1.97,0.52,0.4,4
1.00,0.0,1,5.89,2,0,0.06,0.48,0.5,2
0.50,0.5,1,4.48,1,1,1.40,0.48,0.3,0
1.00,0.0,0,5.33,2,0,0.74,0.53,0.9,1
1.00,0.0,1,5.89,2,1,1.08,0.48,0.6,2
0.50,0.5,0,4.47,1,2,2.41,0.63,0.6,0
1.00,0.0,1,5.33,2,1,1.75,0.50,0.5,1
1.00,0.0,1,5.30,2,2,2.81,0.55,0.5,0
1.00,0.0,1,5.29,2,3,3.82,0.72,0.7,0
1.00,0.0,0,10.56,3,0,0.46,0.60,0.5,2
0.67,0.0,1,10.33,3,0,0.74,0.55,0.7,1
0.67,0.0,1,10.35,3,1,1.77,0.32,0.5,1
1.00,0.0,0,10.56,3,1,1.50,0.73,0.3,2
0.67,0.0,1,10.37,3,2,2.80,0.55,0.7,1
1.00,0.0,1,0.41,1,0,0.57,0.60,0.8,1
0.75,0.5,1,1.02,1,6,0.04,0.50,0.4,1
1.00,0.0,1,0.40,1,1,1.58,0.52,0.4,1
0.60,0.5,1,0.95,1,3,1.09,0.75,0.5,1
0.60,0.5,1,1.00,1,2,2.08,0.65,0.6,1
1.00,0.0,0,1.83,1,0,0.98,0.60,0.5,4
0.67,0.0,1,2.33,1,0,0.58,0.48,0.6,2
1.00,0.0,1,1.84,1,1,1.99,0.48,0.4,4
0.60,0.5,1,0.98,1,5,3.14,0.48,0.8,1
0.67,0.0,0,2.39,1,1,1.61,0.83,0.4,2
0.60,0.5,1,0.94,1,4,4.12,0.63,0.2,1
1.00,0.9,1,2.66,1,2,2.24,0.52,0.5,4
0.67,0.0,0,2.33,1,2,2.62,0.45,0.6,2
1.00,0.0,1,5.27,2,0,0.82,0.55,0.2,0
1.00,0.9,1,2.65,1,3,3.26,0.80,0.6,4
1.00,0.0,1,5.27,2,1,1.84,0.72,0.7,0
0.50,0.5,1,5.93,1,1,1.96,0.63,0.5,0
1.00,0.6,1,8.39,2,0,0.69,0.40,0.4,5
0.50,0.5,1,5.93,1,2,2.98,0.48,0.6,0
1.00,0.6,1,8.41,2,1,1.70,0.68,0.8,5
0.50,0.7,1,8.73,2,1,1.28,0.65,0.3,0
0.67,0.0,0,10.64,3,0,0.42,0.32,0.9,1
0.50,0.7,1,8.73,2,2,2.29,0.62,0.4,0
1.00,0.0,1,10.73,3,0,0.28,0.73,0.7,2
0.67,0.0,1,10.62,3,1,1.43,0.55,0.7,1
1.00,0.0,0,10.69,3,1,1.29,0.60,1.0,2
0.67,0.0,0,10.63,3,2,2.44,0.55,0.5,1
1.00,0.0,0,0.78,1,10,0.24,0.60,1.0,0
1.00,0.0,1,0.61,1,0,0.41,0.60,0.6,1
1.00,0.0,1,0.77,1,8,1.26,0.63,0.5,0
1.00,0.0,1,0.60,1,1,1.44,0.52,0.7,1
1.00,0.0,1,0.78,1,9,2.29,0.63,0.5,0
0.67,0.0,1,2.28,1,0,0.74,0.45,0.5,2
1.00,0.0,1,2.62,1,0,0.35,0.60,0.3,4
0.67,0.0,1,2.29,1,1,1.76,0.83,1.0,2
1.00,0.0,0,2.64,1,1,1.39,0.48,0.9,4
0.67,0.0,1,2.29,1,2,2.77,0.48,0.5,2
1.00,0.9,1,3.19,1,1,1.89,0.52,0.3,4
1.00,0.0,1,5.76,2,0,0.30,0.48,0.6,2
1.00,0.9,1,3.16,1,2,2.91,0.80,0.7,4
1.00,0.0,1,0.79,1,12,6.36,0.55,0.8,0
1.00,0.0,1,6.18,2,0,0.95,0.50,0.5,1
1.00,0.0,0,5.76,2,1,1.34,0.48,0.9,2
1.00,0.0,0,6.17,2,1,1.99,0.53,1.0,1
1.00,0.0,1,10.83,3,0,0.35,0.60,0.6,2
1.00,0.0,1,0.77,1,11,11.51,0.68,0.9,0
1.00,0.0,1,10.84,3,1,1.36,0.73,0.5,2
0.67,0.0,0,12.51,3,0,0.77,0.32,0.7,1
1.00,0.5,1,3.20,1,10,11.00,0.48,0.5,0
0.67,0.0,1,12.50,3,1,1.78,0.55,0.6,1
1.00,0.5,1,3.19,1,11,12.01,0.63,0.6,0
0.67,0.0,0,12.51,3,2,2.79,0.55,0.5,1
1.00,0.0,1,5.57,2,10,10.81,0.55,0.5,0
1.00,0.0,1,5.55,2,11,11.82,0.72,0.5,0
1.00,0.0,0,0.50,1,0,0.58,0.63,0.7,0
1.00,0.0,0,0.88,1,0,0.14,0.60,0.6,1
1.00,0.0,0,0.87,1,1,1.14,0.52,0.5,1
1.00,0.0,1,0.46,1,1,1.59,0.55,0.8,0
1.00,0.9,1,2.39,1,0,0.42,0.78,0.5,3
1.00,0.0,1,0.50,1,2,2.61,0.60,0.5,0
0.67,0.0,1,2.72,1,0,0.21,0.48,0.7,2
1.00,0.9,1,2.40,1,1,1.44,0.58,0.5,3
1.00,0.0,1,0.49,1,3,3.64,0.68,0.7,0
0.67,0.0,0,2.74,1,1,1.27,0.83,0.9,2
1.00,0.0,1,2.60,1,2,2.26,0.65,0.5,3
1.00,0.0,0,0.47,1,4,4.65,0.63,1.0,0
0.67,0.0,1,2.72,1,2,2.26,0.45,0.5,2
1.00,0.0,1,2.59,1,3,3.27,0.48,0.5,3
1.00,0.5,0,3.22,1,2,2.71,0.63,0.5,0
1.00,0.0,1,5.61,2,0,0.38,0.48,0.1,2
1.00,0.5,1,3.23,1,3,3.73,0.48,0.6,0
1.00,0.0,1,6.81,2,0,0.25,0.53,1.0,1
1.00,0.0,0,5.64,2,1,1.38,0.48,0.5,2
1.00,0.0,1,5.35,2,2,2.80,0.55,0.6,0
1.00,0.0,1,6.83,2,1,1.28,0.50,0.4,1
1.00,0.0,1,5.33,2,3,3.82,0.72,0.5,0
0.67,0.0,1,10.77,3,0,0.35,0.55,0.6,1
0.67,0.0,1,10.78,3,1,1.36,0.32,0.2,1
0.67,0.0,1,10.79,3,2,2.37,0.55,0.6,1
1.00,0.0,1,0.58,1,0,0.48,0.60,0.5,0
1.00,0.0,0,0.58,1,1,1.51,0.68,0.2,0
0.67,0.0,1,1.08,1,0,1.06,0.48,0.9,2
1.00,0.0,0,0.57,1,2,2.51,0.63,0.6,0
1.00,0.9,0,2.97,1,0,0.01,0.80,0.6,4
0.67,0.0,1,1.05,1,1,2.09,0.45,0.3,2
1.00,0.0,1,0.58,1,3,3.57,0.63,0.5,0
1.00,0.9,1,2.99,1,1,1.13,0.52,0.2,4
0.67,0.0,0,1.09,1,2,3.18,0.83,0.5,2
0.50,0.0,0,4.90,1,0,0.31,0.60,0.8,1
1.00,0.0,1,0.56,1,4,4.67,0.55,1.0,0
0.50,0.0,0,4.91,1,1,1.31,0.52,0.5,1
0.50,0.5,1,4.63,1,1,1.45,0.63,0.8,0
0.50,0.5,1,4.66,1,2,2.45,0.48,0.5,0
1.00,0.0,1,6.46,2,0,0.83,0.50,0.4,1
1.00,0.0,1,5.82,2,2,2.46,0.55,0.5,0
1.00,0.0,1,6.45,2,1,1.89,0.53,0.7,1
1.00,0.0,1,5.81,2,3,3.49,0.72,0.6,0
0.50,0.7,1,10.45,2,0,0.81,0.62,0.7,0
1.00,0.0,0,10.63,3,0,0.70,0.73,0.7,2
0.50,0.7,0,10.46,2,1,1.83,0.65,0.5,0
1.00,0.0,1,12.30,3,0,0.10,0.32,0.5,1
1.00,0.0,1,10.63,3,1,1.72,0.60,0.9,2
1.00,0.0,1,12.30,3,1,1.13,0.55,0.9,1
1.00,0.0,1,12.30,3,2,2.14,0.55,0.7,1
1.00,0.0,1,0.44,1,0,0.48,0.52,0.4,1
1.67,0.0,1,0.84,1,4,0.19,0.68,0.4,0
0.67,0.0,1,1.17,1,0,0.67,0.83,0.6,2
2.50,0.0,1,0.86,1,5,1.25,0.63,0.7,0
1.00,0.0,1,0.44,1,1,1.59,0.60,0.5,1
1.00,0.0,1,1.79,1,0,1.03,0.48,0.6,4
0.67,0.0,0,1.13,1,1,1.76,0.48,0.5,2
1.00,0.0,1,0.81,1,6,2.36,0.60,0.9,0
1.00,0.0,0,1.78,1,1,2.04,0.60,0.8,4
1.00,0.0,1,0.79,1,3,3.30,0.63,0.4,0
0.67,0.0,1,1.13,1,2,2.82,0.45,0.6,2
1.00,0.9,0,2.89,1,1,1.95,0.52,0.4,4
1.00,0.9,0,2.89,1,2,2.97,0.80,1.0,4
1.00,0.0,1,0.79,1,7,7.39,0.55,0.6,0
1.00,0.6,1,8.85,2,0,0.23,0.68,0.5,5
1.00,0.5,1,3.57,1,5,5.37,0.48,0.5,0
1.00,0.6,0,8.84,2,1,1.26,0.40,0.5,5
1.00,0.5,0,3.55,1,6,6.41,0.63,0.9,0
1.00,0.7,1,6.49,2,4,4.57,0.62,0.8,0
1.00,0.0,1,10.61,3,0,0.46,0.73,1.0,2
0.67,0.6,1,11.93,3,0,0.20,0.60,0.6,5
1.00,0.7,1,6.50,2,5,5.58,0.65,0.4,0
1.00,0.0,0,10.60,3,1,1.48,0.60,0.4,2
0.67,0.6,0,11.94,3,1,1.22,0.48,0.5,5
0.67,0.6,1,11.94,3,2,2.23,0.78,0.5,5
0.80,0.0,0,0.57,1,0,0.53,0.63,0.4,0
1.00,0.0,0,1.51,1,0,0.58,0.60,0.6,4
0.80,0.0,1,0.56,1,1,1.56,0.60,0.5,0
1.00,0.0,0,3.02,1,0,0.04,0.65,0.5,3
0.80,0.0,1,0.57,1,2,2.59,0.68,0.6,0
1.00,0.0,1,1.51,1,1,1.60,0.48,0.6,4
1.00,0.0,1,3.01,1,1,1.07,0.48,0.3,3
0.67,0.0,0,3.24,1,0,0.89,0.48,0.5,2
0.80,0.0,1,0.57,1,3,3.62,0.55,0.4,0
0.50,0.0,0,4.64,1,0,0.47,0.52,0.7,1
0.67,0.0,1,3.24,1,1,1.90,0.45,0.5,2
0.80,0.0,1,0.57,1,4,4.60,0.63,0.4,0
0.50,0.0,0,4.64,1,1,1.51,0.60,0.5,1
0.67,0.0,1,3.26,1,2,2.94,0.83,0.8,2
1.00,0.5,0,4.34,1,1,1.85,0.63,0.7,0
1.00,0.0,1,6.97,2,0,0.19,0.50,0.6,1
1.00,0.5,0,4.35,1,2,2.85,0.48,0.9,0
1.00,0.0,1,6.97,2,1,1.23,0.53,0.4,1
0.50,0.7,0,9.27,2,0,0.99,0.65,0.4,0
1.00,0.0,0,10.66,3,0,0.60,0.60,0.5,2
0.67,0.0,1,10.62,3,0,0.66,0.55,0.5,1
0.50,0.7,1,9.27,2,1,2.00,0.62,0.6,0
0.67,0.0,1,10.62,3,1,1.68,0.32,0.3,1
1.00,0.0,1,10.66,3,1,1.63,0.73,0.5,2
0.50,0.0,0,10.77,2,1,1.53,0.72,0.5,0
0.67,0.0,0,10.62,3,2,2.71,0.55,0.7,1
0.50,0.0,1,10.78,2,2,2.57,0.55,0.4,0
1.00,0.0,1,0.72,1,0,0.29,0.63,0.5,0
1.00,0.0,1,0.57,1,0,0.39,0.52,0.8,1
0.67,0.0,1,0.79,1,0,0.14,0.45,0.7,2
1.00,0.0,1,0.72,1,1,1.31,0.60,0.6,0
1.00,0.0,0,0.59,1,1,1.41,0.60,0.5,1
1.00,0.0,1,1.81,1,0,0.15,0.65,0.7,3
0.67,0.0,1,0.79,1,1,1.20,0.83,0.7,2
1.00,0.0,1,0.71,1,2,2.32,0.63,0.7,0
1.00,0.0,1,2.13,1,0,0.81,0.48,0.5,4
1.00,0.0,0,1.81,1,1,1.17,0.48,0.5,3
0.67,0.0,0,0.78,1,2,2.21,0.48,0.7,2
1.00,0.0,0,0.71,1,3,3.34,0.55,0.5,0
1.00,0.0,0,2.13,1,1,1.84,0.60,0.7,4
1.00,0.0,0,0.72,1,4,4.36,0.68,0.6,0
1.00,0.5,0,4.16,1,1,1.75,0.63,0.5,0
1.00,0.0,1,5.70,2,0,0.34,0.48,0.7,2
1.00,0.5,1,4.18,1,2,2.76,0.48,0.9,0
1.00,0.0,1,5.70,2,1,1.35,0.48,0.5,2
1.00,0.0,1,6.66,2,0,0.46,0.50,0.7,1
1.00,0.0,1,5.68,2,2,2.42,0.72,0.7,0
1.00,0.0,0,6.65,2,1,1.50,0.53,0.7,1
1.00,0.0,1,5.68,2,3,3.44,0.55,0.7,0
1.00,0.0,0,10.73,3,0,0.37,0.60,0.5,2
0.67,0.0,1,10.89,3,0,0.28,0.32,0.6,1
1.00,0.0,0,10.74,3,1,1.38,0.73,0.6,2
0.67,0.0,1,10.88,3,1,1.29,0.55,0.6,1
0.67,0.0,0,10.90,3,2,2.30,0.55,0.2,1
1.00,0.0,1,0.81,1,0,0.14,0.52,0.5,1
0.80,0.0,1,0.50,1,0,0.50,0.63,0.6,0
1.00,0.0,1,0.81,1,1,1.16,0.60,0.5,1
0.80,0.0,1,0.52,1,1,1.51,0.68,0.7,0
1.00,0.0,1,2.25,1,0,0.68,0.48,0.4,4
0.80,0.0,1,0.50,1,2,2.52,0.60,0.6,0
0.67,0.0,1,2.02,1,0,0.96,0.83,0.6,2
0.80,0.0,1,0.50,1,3,3.54,0.55,0.6,0
1.00,0.0,1,2.25,1,1,1.70,0.60,0.6,4
0.67,0.0,0,2.02,1,1,1.97,0.48,0.5,2
1.00,0.9,1,2.95,1,1,2.03,0.52,0.7,4
0.67,0.0,1,2.01,1,2,3.00,0.45,0.7,2
0.80,0.0,1,0.54,1,4,4.59,0.63,0.7,0
1.00,0.9,1,2.95,1,2,3.04,0.80,0.7,4
0.50,0.5,1,4.62,1,1,1.39,0.63,0.7,0
0.50,0.5,1,4.62,1,2,2.40,0.48,0.6,0
1.00,0.0,0,5.84,2,2,2.27,0.72,0.4,0
1.00,0.0,1,5.85,2,3,3.28,0.55,0.6,0
1.00,0.9,1,10.06,2,0,1.00,0.73,0.5,3
1.00,0.0,0,10.47,3,0,0.61,0.60,0.8,2
1.00,0.9,0,10.07,2,1,2.01,0.45,0.5,3
1.00,0.0,1,10.47,3,1,1.62,0.73,0.6,2
0.50,0.7,1,11.85,2,0,0.26,0.62,0.4,0
0.50,0.7,1,11.85,2,1,1.27,0.65,1.0,0
1.00,0.0,1,13.20,3,0,0.90,0.55,0.6,1
1.00,0.0,0,13.20,3,1,1.91,0.55,0.4,1
1.00,0.0,0,13.21,3,2,2.91,0.32,0.7,1
1.00,0.0,1,0.91,1,0,0.09,0.52,0.4,1
0.67,0.0,1,0.55,1,0,0.41,0.83,0.5,2
0.80,0.0,0,0.48,1,0,0.53,0.63,0.7,0
1.00,0.0,1,0.90,1,1,1.12,0.60,0.6,1
0.67,0.0,1,0.55,1,1,1.45,0.48,0.8,2
0.80,0.0,1,0.48,1,1,1.56,0.55,0.1,0
1.00,0.0,1,2.40,1,0,0.58,0.65,0.5,3
1.00,0.0,1,2.27,1,0,0.68,0.60,0.9,4
0.67,0.0,1,0.54,1,2,2.46,0.45,0.9,2
0.80,0.0,1,0.53,1,2,2.59,0.68,0.6,0
1.00,0.0,1,2.37,1,1,1.59,0.48,0.5,3
1.00,0.0,1,2.28,1,1,1.70,0.48,0.5,4
0.80,0.0,0,0.54,1,3,3.60,0.63,0.6,0
0.80,0.0,1,0.52,1,4,4.60,0.60,0.5,0
1.00,0.0,0,5.93,2,0,0.09,0.48,0.7,2
1.00,0.0,0,5.51,2,0,0.59,0.55,0.5,0
1.00,0.0,0,5.94,2,1,1.10,0.48,0.5,2
1.00,0.0,1,5.50,2,1,1.60,0.72,0.4,0
0.50,0.5,1,5.98,1,2,2.04,0.48,0.5,0
0.50,0.5,1,5.98,1,3,3.06,0.63,0.6,0
1.00,0.6,1,9.07,2,0,0.99,0.40,0.5,5
1.00,0.6,0,9.07,2,1,2.00,0.68,0.7,5
1.00,0.0,1,10.41,3,0,0.66,0.60,0.8,2
0.67,0.0,1,10.48,3,0,0.65,0.55,0.4,1
1.00,0.0,1,10.42,3,1,1.67,0.73,0.6,2
0.67,0.0,0,10.48,3,1,1.66,0.32,0.5,1
0.67,0.0,0,10.47,3,2,2.67,0.55,0.6,1
0.67,0.0,1,0.51,1,0,0.42,0.83,0.7,2
0.60,0.5,1,0.47,1,0,0.55,0.75,0.8,1
1.00,0.9,1,1.07,1,0,0.83,0.58,0.9,3
0.67,0.0,0,0.50,1,1,1.47,0.48,0.9,2
0.60,0.5,0,0.50,1,1,1.57,0.48,0.2,1
1.00,0.9,1,1.08,1,1,1.85,0.78,0.6,3
0.67,0.0,1,0.50,1,2,2.47,0.45,1.0,2
0.60,0.5,1,0.50,1,2,2.59,0.65,0.4,1
1.00,0.0,1,3.18,1,0,0.76,0.48,0.6,3
0.50,0.5,1,3.31,1,0,0.64,0.63,0.8,0
0.60,0.5,1,0.50,1,3,3.61,0.50,0.4,1
1.00,0.0,0,3.18,1,1,1.77,0.65,0.1,3
0.50,0.5,1,3.32,1,1,1.65,0.48,0.8,0
0.60,0.5,1,0.45,1,4,4.65,0.63,0.2,1
1.00,0.0,0,5.61,2,0,0.40,0.48,0.4,2
1.00,0.0,1,5.58,2,0,0.49,0.55,0.6,0
0.50,0.0,1,4.56,1,1,1.54,0.60,0.7,1
1.00,0.0,1,5.61,2,1,1.40,0.48,0.7,2
1.00,0.0,0,5.58,2,1,1.50,0.72,0.5,0
0.50,0.0,1,4.56,1,2,2.55,0.52,0.9,1
1.00,0.6,0,8.49,2,0,0.67,0.40,0.3,5
1.00,0.6,1,8.50,2,1,1.68,0.68,0.6,5
1.00,0.0,0,10.41,3,0,0.63,0.60,0.6,2
1.00,0.0,1,10.41,3,1,1.64,0.73,0.5,2
1.00,0.0,1,11.59,3,0,0.56,0.32,0.7,1
1.00,0.0,1,11.59,3,1,1.57,0.55,0.5,1
1.00,0.0,1,11.58,3,2,2.58,0.55,0.5,1
0.80,0.0,1,0.49,1,0,0.54,0.68,0.5,0
1.00,0.0,1,0.47,1,0,0.53,0.52,0.5,1
0.80,0.0,1,0.49,1,1,1.55,0.63,1.0,0
1.00,0.9,0,1.66,1,0,0.29,0.58,0.6,3
1.00,0.0,1,0.48,1,1,1.55,0.60,1.0,1
0.80,0.0,1,0.47,1,2,2.57,0.55,0.5,0
1.00,0.9,1,1.66,1,1,1.30,0.78,0.6,3
0.67,0.5,1,1.82,1,1,1.17,0.80,0.8,1
0.80,0.0,1,0.47,1,3,3.58,0.63,0.8,0
1.00,0.0,1,2.90,1,1,1.13,0.48,0.6,3
0.67,0.5,0,1.82,1,2,2.24,0.43,0.4,1
0.80,0.0,0,0.48,1,4,4.59,0.60,0.5,0
1.00,0.0,1,2.90,1,2,2.11,0.65,0.7,3
0.67,0.5,1,1.84,1,3,3.22,0.55,0.6,1
1.00,0.5,1,3.78,1,2,2.19,0.63,0.2,0
1.00,0.5,1,3.78,1,3,3.20,0.48,0.4,0
1.00,0.0,0,5.50,2,2,2.59,0.55,0.2,0
1.00,0.0,0,5.49,2,3,3.60,0.72,0.6,0
0.50,0.7,1,8.77,2,1,1.27,0.62,0.3,0
0.50,0.7,1,8.77,2,2,2.28,0.65,0.5,0
0.67,0.0,0,10.60,3,0,0.54,0.55,0.6,1
0.67,0.0,1,10.59,3,1,1.55,0.32,0.5,1
0.67,0.0,0,10.59,3,2,2.56,0.55,0.5,1
0.80,0.0,0,0.67,1,0,0.29,0.68,0.7,0
0.80,0.0,1,0.66,1,1,1.31,0.63,0.7,0
1.00,0.0,1,1.47,1,0,0.42,0.60,0.5,4
1.00,0.0,1,1.00,1,0,1.02,0.52,0.5,1
0.67,0.0,1,1.19,1,0,0.84,0.45,0.2,2
0.80,0.0,1,0.66,1,2,2.33,0.60,0.7,0
1.00,0.0,0,1.49,1,1,1.44,0.48,0.7,4
1.00,0.0,1,1.01,1,1,2.03,0.60,0.7,1
0.67,0.0,1,1.20,1,1,1.85,0.83,0.3,2
0.80,0.0,1,0.70,1,3,3.34,0.63,0.4,0
1.00,0.0,1,3.17,1,0,0.81,0.48,0.5,3
0.67,0.0,1,1.19,1,2,2.87,0.48,0.4,2
1.00,0.0,1,3.17,1,1,1.82,0.65,0.6,3
1.00,0.0,1,5.80,2,0,0.21,0.72,1.0,0
1.00,0.0,1,5.81,2,1,1.22,0.55,0.6,0
1.00,0.0,1,6.97,2,0,0.11,0.50,0.6,1
0.50,0.5,0,5.80,1,2,2.08,0.63,0.5,0
1.00,0.0,1,6.96,2,1,1.11,0.53,0.2,1
0.50,0.5,1,5.82,1,3,3.09,0.48,0.7,0
0.50,0.7,1,10.67,2,0,0.34,0.65,0.7,0
0.67,0.0,1,10.93,3,0,0.17,0.55,0.5,1
1.00,0.0,0,11.08,3,0,0.05,0.60,0.6,2
0.50,0.7,1,10.67,2,1,1.35,0.62,0.5,0
0.67,0.0,1,10.93,3,1,1.19,0.32,0.3,1
1.00,0.0,0,11.08,3,1,1.06,0.73,0.6,2
0.67,0.0,1,10.94,3,2,2.20,0.55,0.4,1
0.60,0.0,1,0.54,1,0,0.41,0.60,0.8,0
1.00,0.0,1,0.93,1,0,0.98,0.60,0.9,1
0.60,0.0,1,0.57,1,1,1.43,0.68,0.6,0
1.00,0.0,0,1.78,1,0,0.05,0.60,0.5,4
1.00,0.0,0,0.93,1,1,2.00,0.52,0.6,1
0.60,0.0,0,0.60,1,2,2.45,0.63,0.7,0
0.67,0.0,1,2.25,1,0,0.61,0.45,1.0,2
1.00,0.0,1,1.78,1,1,1.10,0.48,0.7,4
1.00,0.0,1,2.77,1,0,1.01,0.48,0.5,3
0.60,0.0,1,0.55,1,3,3.50,0.55,0.6,0
0.67,0.0,1,2.28,1,1,1.66,0.83,0.5,2
1.00,0.0,0,2.77,1,1,2.02,0.65,0.1,3
0.60,0.0,0,0.56,1,4,4.51,0.63,0.9,0
0.67,0.0,1,2.27,1,2,2.68,0.48,0.5,2
1.00,0.5,1,4.69,1,1,1.15,0.48,0.5,0
1.00,0.0,1,5.64,2,0,0.25,0.48,0.6,2
1.00,0.0,0,5.98,2,0,0.97,0.50,0.2,1
1.00,0.5,0,4.71,1,2,2.15,0.63,0.6,0
1.00,0.0,1,5.68,2,1,1.26,0.48,0.8,2
1.00,0.0,1,5.99,2,1,1.98,0.53,0.7,1
1.00,0.0,1,5.94,2,2,2.17,0.55,0.6,0
1.00,0.0,1,5.93,2,3,3.18,0.72,0.6,0
1.00,0.0,0,10.65,3,0,0.30,0.60,0.6,2
1.00,0.0,0,10.63,3,1,1.30,0.73,0.5,2
0.67,0.0,1,12.41,3,0,0.60,0.55,0.9,1
0.67,0.0,1,12.41,3,1,1.61,0.32,0.6,1
0.67,0.0,0,12.40,3,2,2.61,0.55,0.6,1
